0,1
1,0
2,0
3,1
4,2
5,2
6,2
7,1
8,0
9,1
10,0
11,2
12,1
13,0
14,1
15,1
16,0
17,0
18,2
19,0
20,0
21,0
22,2
23,1
24,1
25,2
26,0
27,1
28,1
29,0
30,1
31,1
32,0
33,2
34,0
35,2
36,1
37,2
38,2
39,2
40,2
41,0
42,0
43,0
44,2
45,2
46,2
47,1
48,2
49,1
50,2
51,1
52,0
53,0
54,1
55,2
56,2
57,1
58,2
59,0
60,0
61,0
62,0
63,0
64,2
65,1
66,0
67,1
68,2
69,0
70,0
71,2
72,1
73,0
74,0
75,0
76,1
77,2
78,1
79,2
80,0
81,2
82,0
83,0
84,2
85,2
86,0
87,1
88,0
89,2
90,1
91,0
92,1
93,2
94,0
95,0
96,0
97,1
98,2
99,1
100,2
101,0
102,1
103,2
104,2
105,1
106,2
107,0
108,0
109,0
110,1
111,2
112,0
113,1
114,0
115,2
116,0
117,0
118,0
119,0
120,0
121,2
122,0
123,1
124,1
125,1
126,1
127,2
128,1
129,0
130,2
131,1
132,2
133,1
134,0
135,1
136,2
137,0
138,0
139,2
140,2
141,0
142,2
143,0
144,0
145,0
146,0
147,0
148,2
149,0
150,2
151,0
152,1
153,1
154,2
155,2
156,0
157,0
158,1
159,2
160,2
161,0
162,1
163,0
164,0
165,1
166,2
167,2
168,1
169,0
170,0
171,0
172,1
173,2
174,0
175,1
176,2
177,2
178,2
179,0
180,0
181,0
182,0
183,1
184,0
185,1
186,2
187,1
188,0
189,0
190,0
191,0
192,1
193,2
194,0
195,1
196,1
197,1
198,2
199,1
200,0
201,1
202,1
203,2
204,2
205,0
206,1
207,2
208,2
209,0
210,2
211,1
212,2
213,0
214,0
215,2
216,1
217,2
218,1
219,1
220,3
221,3
222,1
223,0
224,2
225,0
226,1
227,1
228,3
229,0
230,2
231,3
232,2
233,2
234,3
235,1
236,3
237,1
238,1
239,2
240,2
241,1
242,0
243,0
244,0
245,3
246,0
247,1
248,1
249,1
250,3
251,0
252,1
253,2
254,2
255,3
256,1
257,0
258,1
259,1
260,1
261,2
262,0
263,1
264,1
265,1
266,3
267,0
268,1
269,1
270,13
271,12
272,14
273,13
274,11
275,11
276,13
277,14
278,10
279,10
280,9
281,18
282,18
283,18
284,18
285,30
286,46
287,30
288,32
289,38
290,15
291,19
292,16
293,19
294,19
295,16
296,17
297,15
298,19
299,19
300,10
301,10
302,5
303,6
304,6
305,7
306,9
307,9
308,8
309,8
310,9
311,9
312,10
313,12
314,10
315,12
316,14
317,15
318,16
319,31
320,20
321,25
322,24
323,28
324,30
325,11
326,14
327,10
328,10
329,12
330,11
331,0
332,2
333,2
334,2
335,0
336,0
337,0
338,0
339,0
340,0
341,1
342,1
343,2
344,0
345,1
346,0
347,2
348,2
349,1
350,0
351,0
352,1
353,0
354,1
355,0
356,0
357,1
358,1
359,0
